id,utterance_id,tree_id,snippet,question,preliminary_answer,preliminary_reasoning,preliminary_confidence,needed_clarification_0,cq_1,user_response_1,answer_1,reasoning_1,confidence_1,needed_clarification_1,cq_2,user_response_2,answer_2,reasoning_2,confidence_2,needed_clarification_2,cq_3,user_response_3,final_answer,final_reasoning,final_confidence,n_cqs_asked,gold_answer,n_history_cqs,n_evidence_cqs,is_correct_preliminary,is_correct_final,provider,model_id,finish_reason,was_blocked
sharc_059,0bae4a46891a4ab81bdaf99684ae2042f67f6135,adf470f02097a0abd990368c353e3fbd421450fd,"### Exception

If you’ve been getting Housing Benefit since before 7 April 2008, these limits only apply if you:

* change address
* have a break in your claim for Housing Benefit",Do these limits apply to me?,Yes,"The rule describes specific conditions under which the limits would not apply; without information about your situation, it is assumed the general application of the limits holds.",50,True,"Did you start receiving Housing Benefit after 7 April 2008, or have you changed address, or have you had a break in your claim for Housing Benefit?","I have been getting Housing Benefit since before 7 April 2008 and have not changed my address, but I have had a break in my claim.",Yes,"The limits apply because, despite receiving Housing Benefit since before 7 April 2008, you have had a break in your claim, which is one of the conditions for the limits to still apply.",100.0,False,,,,,,,,,Yes,"The limits apply because, despite receiving Housing Benefit since before 7 April 2008, you have had a break in your claim, which is one of the conditions for the limits to still apply.",100,1,Yes,2,1,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_060,1ee9886202054eeb2d139b337399031ed36669bf,c310b78c0236d73937aa88bcb8f50f9fb76e02b2,"To qualify for assistance, applicants must meet all loan eligibility requirements including:

* Be a family farmer;
* Have a satisfactory history of meeting credit obligations;
* For direct farm ownership loans, all applicants must have participated in the business operations of a farm for at least three years out of the 10 years prior to the date the application is submitted;
* Be a citizen, non-citizen national or legal resident alien of the United States, including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and certain former Pacific Trust Territories",Do I qualify for assistance?,No,"The rule requires applicants to meet all listed eligibility criteria, and no information has been provided to confirm the user meets any of them.",20,True,Are you a family farmer?,"Yes, I am a family farmer.",No,"While the user has confirmed being a family farmer, other essential eligibility criteria, such as credit history and citizenship, remain unconfirmed.",40.0,True,Do you have a satisfactory history of meeting credit obligations?,"Yes, I have a satisfactory history of meeting credit obligations by paying off all credit on time.",No,"While the user has confirmed being a family farmer and having a satisfactory credit history, information regarding citizenship and farm operations experience (if applicable) is still needed to determine eligibility.",60.0,True,"Are you a citizen, non-citizen national, or legal resident alien of the United States?","I am not a United States citizen, non-citizen national, or legal resident alien.",No,"The user does not qualify for assistance because they are not a citizen, non-citizen national, or legal resident alien of the United States, which is a mandatory eligibility requirement.",100,3,No,3,2,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_061,7af6cda80aac11cd92f2e9d0693eb0d0a1a09862,e675e6273690fd2be00b04074feb65bd1b9be3cf,"If you’re single and under 35, you can only get Housing Benefit for bed-sit accommodation or a single room in shared accommodation.",Can I get Housing Benefit?,Yes,"The rule describes specific conditions under which Housing Benefit can be obtained, rather than stating it cannot be obtained at all.",40,True,"Are you single, under 35, and seeking Housing Benefit for bed-sit accommodation or a single room in shared accommodation?","Yes, I am single, under 35, and asking about Housing Benefit for a single room in shared accommodation.",Yes,"The user is single, under 35, and seeking Housing Benefit for a single room in shared accommodation, which aligns with the specific conditions under which the benefit is available.",100.0,False,,,,,,,,,Yes,"The user is single, under 35, and seeking Housing Benefit for a single room in shared accommodation, which aligns with the specific conditions under which the benefit is available.",100,1,Yes,2,1,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_062,9e5ecb6366bfbb1c0d345f1eb5f26001ff958fb5,fb8e4f960935d33af75592f8daceecf4bb54d16d,"The Small Business Investment Company (SBIC) program, part of the U.S. Small Business Administration (SBA), was created in 1958 to fill the gap between the availability of venture capital and the needs of small businesses in start-up and growth situations. SBICs exist to supply equity capital, long­term loans and management assistance to qualifying small businesses.",Is the SBIC program suitable for me?,No,"The rule states the SBIC program is for 'qualifying small businesses' in 'start-up and growth situations,' and the user has not provided any information about their business status or needs.",20,True,Are you seeking assistance for a qualifying small business?,"I have absolutely no need for loans, capital, or assistance from outside sources.",No,"The user explicitly stated they have no need for loans, capital, or assistance, which are the services the SBIC program provides.",100.0,False,,,,,,,,,No,"The user explicitly stated they have no need for loans, capital, or assistance, which are the services the SBIC program provides.",100,1,No,3,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_063,4c02c819ef7435cf91ec54b473113f2a1219a3d9,3e736618f875de698bb1014c687ea46902070cc4,"### Equipment for medical and veterinary use

You may also be able to zero-rate some other medical and veterinary equipment when you sell it to:

* charities that provide rescue or first aid services to humans or animals
* someone buying it specifically for donation to one of these bodies",May I be able to zero-rate this medical equipment?,Yes,"The rule states that you may be able to zero-rate medical equipment if it is sold to specific types of charities or for donation to them, but it is unclear if these conditions apply to your sale.",40,True,"Are you selling this equipment to a charity that provides rescue or first aid services, or is it being bought specifically for donation to such a charity?","No, I am not selling the equipment to a charity that provides rescue or first aid services, nor is it being bought specifically for donation to one.",No,"Based on your clarification, the sale does not meet the conditions for zero-rating as it is not to a qualifying charity or for donation to one.",95.0,False,,,,,,,,,No,"Based on your clarification, the sale does not meet the conditions for zero-rating as it is not to a qualifying charity or for donation to one.",95,1,No,2,0,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_064,f5b2b4e7572594fe6510c130a211606c7da85e8c,e675e6273690fd2be00b04074feb65bd1b9be3cf,"If you’re single and under 35, you can only get Housing Benefit for bed-sit accommodation or a single room in shared accommodation.",Can I get Housing Benefit?,Yes,"The rule describes specific conditions under which Housing Benefit can be obtained, rather than stating it cannot be obtained at all.",40,True,"Are you single, under 35, and seeking Housing Benefit for bed-sit accommodation or a single room in shared accommodation?","I am single and 24 years old, but I am not living in a bed-sit accommodation or a single room in shared accommodation.",No,"The user is single and under 35, but is not living in bed-sit accommodation or a single room in shared accommodation, which are the only types of accommodation for which Housing Benefit can be received under these conditions.",100.0,False,,,,,,,,,No,"The user is single and under 35, but is not living in bed-sit accommodation or a single room in shared accommodation, which are the only types of accommodation for which Housing Benefit can be received under these conditions.",100,1,No,2,1,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_065,d5ce60d97cded75d8d9d1e1f0fdd7b75a337a32b,1fd4dc9bc9c71abd49429b9fd3daa9a0ae05c9b8,"## Items that qualify for the zero rate

The eligible items include:

* medical, veterinary and scientific equipment
* ambulances
* goods for disabled people
* motor vehicles for medical use",Is this item eligible?,No,"The rule lists specific categories of eligible items, but the user has not provided any information about the item in question to determine if it fits any of those categories.",20,True,"Is the item you are asking about medical, veterinary, or scientific equipment, an ambulance, goods for disabled people, or a motor vehicle for medical use?",The item qualifies as a motor vehicle for medical use.,Yes,"The user confirmed that the item qualifies as a motor vehicle for medical use, which is explicitly listed as an eligible item in the rule.",100.0,False,,,,,,,,,Yes,"The user confirmed that the item qualifies as a motor vehicle for medical use, which is explicitly listed as an eligible item in the rule.",100,1,Yes,3,1,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_066,ba4ac599f7a63156825f55db73ca7b37e375cf7e,d90548b369b253425a0463da3533a80885d1fb17,"#  4. Eligibility

You must be taking time off to look after the child and be one of the following:

* the father
* the husband or partner of the mother (or adopter)
* the child’s adopter
* the intended parent (if you’re having a baby through a surrogacy arrangement)",Am I eligible for paternity pay and leave?,No,Eligibility for paternity pay and leave requires meeting specific relationship criteria which are currently unknown.,20,True,"Are you the father, the husband or partner of the mother (or adopter), the child’s adopter, or an intended parent through a surrogacy arrangement?","I am not the baby's father, the husband or partner of the mother, the child's adopter, or the intended parent through a surrogacy arrangement.",No,The user is not eligible because they do not meet any of the specified relationship criteria for paternity pay and leave.,100.0,False,,,,,,,,,No,The user is not eligible because they do not meet any of the specified relationship criteria for paternity pay and leave.,100,1,No,4,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_067,65387b913820cdb80d4538b170881def08ebba21,51babca010f4b993d19f9162c906be6ea42748e2,"# Green Card through Employment

You may be eligible to apply as a Immigrant worker, if you are:

* Are a second preference immigrant worker, meaning you:
** Are a member of a profession that requires an advanced degree, or
** Have exceptional ability in the sciences, arts, or business, or
** Are seeking a national interest waiver",Could I be eligible to apply as a Immigrant Worker?,Yes,"The rule states that eligibility is possible if one meets specific criteria for a second preference immigrant worker, which the user might satisfy.",30,True,"Do you have an advanced degree, exceptional ability in the sciences, arts, or business, or are you seeking a national interest waiver?","Tommy confirmed he is seeking a national interest waiver and is a member of a profession requiring an advanced degree, but stated he does not have exceptional ability in the sciences, arts, or business.",Yes,"Tommy is eligible because he is seeking a national interest waiver and is a member of a profession requiring an advanced degree, fulfilling the criteria for a second preference immigrant worker.",100.0,False,,,,,,,,,Yes,"Tommy is eligible because he is seeking a national interest waiver and is a member of a profession requiring an advanced degree, fulfilling the criteria for a second preference immigrant worker.",100,1,Yes,4,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_068,92718a92c267e3344122c89732e0093bd5cc3084,263c1fd6c4004bdb60a1b98909bb70b216ae2d79,"### Sharing bedrooms

The following can have their own bedroom:

* a single adult (16 or over)
* a child that would normally share but shared bedrooms are already taken, for example you have 3 children and 2 already share
* a couple or children who can’t share because of a disability or medical condition
* an overnight carer for you, your partner, your child or another adult - this is only if the carer doesn’t live with you but sometimes has to stay overnight",Can I have my own bedroom?,No,The user has not provided any information to confirm they meet the criteria for having their own bedroom as outlined in the rule.,20,True,Are you a single adult aged 16 or over?,"No, I am not a single adult over 16.",No,"The user has confirmed they are not a single adult aged 16 or over, but there are other conditions under which one can have their own bedroom that have not yet been addressed.",50.0,True,"Are you a child who would normally share a bedroom, but all other shared bedrooms are already taken?","No, I am not a child who would normally share but shared bedrooms are already taken.",No,"The user has confirmed they do not meet the criteria for a single adult or a child whose shared bedrooms are taken, but other conditions for having their own bedroom remain to be explored.",60.0,True,Are you a couple or child who cannot share a bedroom because of a disability or medical condition?,I am not a couple or child who cannot share a bedroom because of a disability or medical condition.,No,"Based on your responses, you do not meet any of the specified conditions for having your own bedroom as outlined in the eligibility rule.",100,3,Yes,3,1,False,False,gemini,gemini-2.5-flash,STOP,False
sharc_069,8d65ae2b208953246e5a36d7aef48050b977a052,3e736618f875de698bb1014c687ea46902070cc4,"### Equipment for medical and veterinary use

You may also be able to zero-rate some other medical and veterinary equipment when you sell it to:

* charities that provide rescue or first aid services to humans or animals
* someone buying it specifically for donation to one of these bodies",May I be able to zero-rate this medical equipment?,Yes,"The rule states that you may be able to zero-rate medical equipment if it is sold to specific types of charities or for donation to them, but it is unclear if these conditions apply to your sale.",40,True,"Are you selling this equipment to a charity that provides rescue or first aid services, or is it being bought specifically for donation to such a charity?","No, the equipment was not sold to a charity or bought specifically for donation.",No,"The equipment cannot be zero-rated because it was not sold to an eligible charity or bought specifically for donation to one, which are the only conditions for zero-rating.",100.0,False,,,,,,,,,No,"The equipment cannot be zero-rated because it was not sold to an eligible charity or bought specifically for donation to one, which are the only conditions for zero-rating.",100,1,No,2,0,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_070,fdd9a85efb8ad54fae442b8adae5458ecf22fd3a,6de20194ab323890c078be39594a06a1e4e68db8,"## General Program Requirements

In order to qualify for this benefit program, you must be a Native American/American Indian who has been accepted or enrolled in an accredited degree program, college or university to study in the field of health care, and you or your family member must be enrolled in a federally recognized American Indian tribe or Alaska Native village.",Do I qualify for this benefit program?,No,"The user has not provided any information about their situation, so it is not possible to confirm if they meet any of the specified eligibility criteria.",10,True,"Are you a Native American/American Indian who has been accepted or enrolled in an accredited degree program, college or university to study in the field of health care, and are you or your family member enrolled in a federally recognized American Indian tribe or Alaska Native village?","The user is a Native American enrolled in a health care program, but neither they nor a family member is enrolled in a federally recognized tribe.",No,"The user does not qualify because neither they nor a family member is enrolled in a federally recognized American Indian tribe or Alaska Native village, which is a mandatory requirement.",100.0,False,,,,,,,,,No,"The user does not qualify because neither they nor a family member is enrolled in a federally recognized American Indian tribe or Alaska Native village, which is a mandatory requirement.",100,1,No,3,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_071,436e7936e2f2675a7a085c00f4e9329f87cb3969,45c0b83ec88820c3c9c4a8d3b94d1051fce9e3ec,"In order to qualify for this benefit program, homeowners and renters must have sustained physical damage and be located in a disaster declared county.",Do I qualify for this loan?,No,"I cannot confirm your eligibility as the rule requires both sustained physical damage and location in a disaster-declared county, and I lack information on these conditions.",85,True,Have you sustained physical damage?,The user did not actually sustain physical damage.,No,"The user does not qualify because they did not sustain physical damage, which is a mandatory requirement of the benefit program.",100.0,False,,,,,,,,,No,"The user does not qualify because they did not sustain physical damage, which is a mandatory requirement of the benefit program.",100,1,No,2,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_072,82aadaf477ab6ca6954d21b4c84b5d4dfbb5baf6,3a0c541c166c494da7ba3b40a89bdf76dbcd658c,"#  Social Entitlement Chamber tribunal procedure rules

The rules are used in the following tribunal cases:

* Social Security and Child Support
* Asylum Support
* Criminal Injuries Compensation",Can the rules be used in this case?,No,"The rule specifies the types of tribunal cases where it applies, and the user has not provided information about their specific case type.",30,True,"Is your case related to Social Security and Child Support, Asylum Support, or Criminal Injuries Compensation?",My case is specifically about Criminal Injuries Compensation.,Yes,"The user's case is specifically about Criminal Injuries Compensation, which is one of the tribunal cases where the rules are applicable.",100.0,False,,,,,,,,,Yes,"The user's case is specifically about Criminal Injuries Compensation, which is one of the tribunal cases where the rules are applicable.",100,1,Yes,3,0,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_073,25ad2a8a7f8c0f3821108fe95509504b3f439e1e,95222ed436cbf83e71c65f1021aee2a7e7211313,"If you are a female Vietnam Veteran with a child who has a birth defect or you are a child of a female Vietnam Veteran with a birth defect, the child may be eligible for VA-financed health care.",Is my child eligible for VA-financed health care?,No,"The rule requires the user to be a female Vietnam Veteran and their child to have a birth defect for eligibility, neither of which is currently established.",30,True,Are you a female Vietnam Veteran?,I am not a female Vietnam Veteran.,No,"The user is not a female Vietnam Veteran, which is a prerequisite for their child to be eligible under the first part of the rule, and the second part of the rule refers to the user's own eligibility, not their child's.",100.0,False,,,,,,,,,No,"The user is not a female Vietnam Veteran, which is a prerequisite for their child to be eligible under the first part of the rule, and the second part of the rule refers to the user's own eligibility, not their child's.",100,1,Yes,2,1,False,False,gemini,gemini-2.5-flash,STOP,False
sharc_074,80dfb61f64fd4fc2d9f194a48102b4ec4a5cfdca,2bfd3f16b14564c07556be9fe03b5f904612dd5f,"## Exceptions

You also don’t need to prove your knowledge of English if one of the following apply:

* you’re a national of Canada or any of the countries in the list above
* you have studied in the UK before as a Tier 4 (Child) student
* you’re applying to come to the UK for a study abroad programme as part of a university degree course in the USA",Do I need to prove my knowledge of English?,Yes,"The rule states that English knowledge proof is not needed only if specific exceptions apply, and without information about your situation, it is assumed none of these exceptions are met.",20,True,"Are you a national of Canada or any of the countries in the list above, have you studied in the UK before as a Tier 4 (Child) student, or are you applying to come to the UK for a study abroad programme as part of a university degree course in the USA?","I am not a national of Canada or the listed countries and have not studied in the UK before, but I am applying to come to the UK for a study abroad programme as part of a university degree course in the USA.",No,"The user explicitly stated they are applying to come to the UK for a study abroad programme as part of a university degree course in the USA, which is one of the listed exceptions for not needing to prove English knowledge.",95.0,False,,,,,,,,,No,"The user explicitly stated they are applying to come to the UK for a study abroad programme as part of a university degree course in the USA, which is one of the listed exceptions for not needing to prove English knowledge.",95,1,No,3,0,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_075,a6afba5dc4b77a5f42f251d2e36f617d9ae20e75,1c807a7f8f756278846600ce17b5f0277ef54381,"## Main payments for students

Austudy is the main income support payment if you’re 25 or older and a full time student or Australian Apprentice.",Am I eligible for Austudy?,No,"The rule specifies eligibility for individuals who are 25 or older and a full-time student or Australian Apprentice, but your situation regarding these criteria is unknown.",30,True,Are you 25 or older and currently a full-time student or an Australian Apprentice?,"Yes, I am 35 years old and an Australian Apprentice.",Yes,"The user is 35 years old and an Australian Apprentice, which meets both the age and activity requirements for Austudy eligibility.",100.0,False,,,,,,,,,Yes,"The user is 35 years old and an Australian Apprentice, which meets both the age and activity requirements for Austudy eligibility.",100,1,Yes,2,1,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_076,06974297fb679c942fb964d2afac0930741ec683,d2bb3a2e2fa471e7a8bd898f24e9d99a35bfc370,"#  3. Jobseeker's Allowance

There are 2 types of Jobseeker’s Allowance (JSA) - contribution-based and income-based. You can get contribution-based JSA in the European Economic Area (EEA) or Switzerland for up to 3 months if you:

* are entitled to it on the day you go abroad
* register as a jobseeker at least 4 weeks before you leave
* are looking for work in the UK up to the day you leave
* are going abroad to look for work",Can I get JSA abroad?,Yes,The rule states that contribution-based Jobseeker's Allowance can be received in the European Economic Area or Switzerland for up to 3 months under specific conditions.,80,True,Are you going to the European Economic Area (EEA) or Switzerland?,I am currently in the EEA.,Yes,"The user's location in the EEA satisfies one of the primary conditions for receiving contribution-based JSA abroad, but other conditions still need to be confirmed.",85.0,True,Were you entitled to contribution-based JSA on the day you went abroad?,That information is not available.,No,"The user cannot confirm entitlement to contribution-based JSA on the day they went abroad, which is a mandatory condition for receiving it in the EEA.",95.0,False,,,No,"The user cannot confirm entitlement to contribution-based JSA on the day they went abroad, which is a mandatory condition for receiving it in the EEA.",95,2,No,2,2,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_077,31314614bc4d1c8abf9ce1c86515a963d214941a,c01a595f8a56f2058ad2d6ccc1d381f1306185c5,"Use an independent benefits calculator to find out:

* what benefits you could get
* how to claim
* how your benefits will be affected if you start work",Should I use an independent benefits calculator for this?,Yes,"The rule advises using an independent benefits calculator for specific inquiries about benefits, and the user is asking if they should use one.",60,True,"Are you trying to determine what benefits you could get, how to claim them, or how starting work would affect your benefits?",The user specifically needs to figure out how their benefits will be affected if they start work.,Yes,The user's specific need to understand how benefits are affected by starting work directly aligns with one of the explicit uses for an independent benefits calculator as stated in the rule.,100.0,False,,,,,,,,,Yes,The user's specific need to understand how benefits are affected by starting work directly aligns with one of the explicit uses for an independent benefits calculator as stated in the rule.,100,1,Yes,3,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_078,00b2025dec5464afb9711942966dd925c3b0c62a,3d1d4fcbcf2bd8109cdbfba02be5af173d1618e5,"# Green Card as a Special Immigrant

You may be eligible to apply as Afghanistan or Iraq national, if you:

* Served as an Afghan or Iraqi translator for the U.S. government
* Were employed by or for the U.S. government in Iraq on or after March 20, 2003, for at least one year
* Were an Afghan employed by the International Security Assistance Force (ISAF)",Could I be eligible to apply?,No,"Eligibility for this special immigrant category requires specific service or employment as an Afghan or Iraqi national, and no information about your situation has been provided.",20,True,"Were you employed by or for the U.S. government in Iraq for at least one year on or after March 20, 2003?","No, I was not employed by or for the U.S. government in Iraq on or after March 20, 2003, for at least one year.",No,"The user has confirmed they do not meet the second employment criterion, and it is still unclear if they meet the other two criteria for special immigrant status.",40.0,True,Did you serve as an Afghan or Iraqi translator for the U.S. government?,"No, the user did not serve as an Afghan or Iraqi translator for the U.S. government.",No,"The user has confirmed they do not meet the first two criteria for special immigrant status, and it is still unclear if they meet the third criterion.",60.0,True,Were you an Afghan employed by the International Security Assistance Force (ISAF)?,The user confirmed that they were an Afghan employed by the International Security Assistance Force.,Yes,"The user is eligible because they were an Afghan employed by the International Security Assistance Force (ISAF), which is one of the specified criteria for eligibility.",100,3,Yes,3,0,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_079,e86c770601cfecdbcd5e1e1123a7af0378d37f97,7df5767df863752bcaa573688dd09133944100ca,"#  1. Current rates and allowances

If you don’t claim Marriage Allowance and you or your partner were born before 6 April 1935, you may be able to claim Married Couple’s Allowance.",Could I be able to claim Married Couple’s Allowance.?,Yes,"It is possible to claim Married Couple’s Allowance if specific conditions regarding Marriage Allowance claims and birth dates are met, but further information is needed to confirm.",20,True,Do you or your partner currently claim Marriage Allowance?,"Yes, I currently claim the Marriage Allowance.",No,"You are not eligible for Married Couple’s Allowance because you currently claim Marriage Allowance, which is a disqualifying condition.",100.0,False,,,,,,,,,No,"You are not eligible for Married Couple’s Allowance because you currently claim Marriage Allowance, which is a disqualifying condition.",100,1,No,2,0,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_080,3daffef0b616751d01326853217cc712dcb1bf1d,1fd4dc9bc9c71abd49429b9fd3daa9a0ae05c9b8,"## Items that qualify for the zero rate

The eligible items include:

* medical, veterinary and scientific equipment
* ambulances
* goods for disabled people
* motor vehicles for medical use",Is this item eligible?,No,"The rule lists specific categories of eligible items, but the user has not provided any information about the item in question to determine if it fits any of those categories.",20,True,"Is the item you are asking about medical, veterinary, or scientific equipment, an ambulance, goods for disabled people, or a motor vehicle for medical use?",The item qualifies as a motor vehicle for medical use.,Yes,"The user confirmed that the item qualifies as a motor vehicle for medical use, which is explicitly listed as an eligible item in the rule.",100.0,False,,,,,,,,,Yes,"The user confirmed that the item qualifies as a motor vehicle for medical use, which is explicitly listed as an eligible item in the rule.",100,1,Yes,4,0,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_081,8a106790ba362ad54954e55d434b63e5601ff95f,2884b38c52fb3b538569756bbac7269963aa638d,"## Paternity Pay

You must:

* have worked for your employer continuously for at least 26 weeks by the end of the 15th week before the expected week of childbirth (known as the ‘qualifying week’)
* be employed by your employer up to the date of birth
* earn at least £113 a week (before tax)
* give the correct notice",Am I eligible for paternity pay?,No,"The rule specifies multiple conditions for paternity pay, and without details about your employment and earnings, it is not possible to confirm your eligibility.",70,True,Do you earn at least £113 a week before tax?,"Yes, I earn at least £113 a week before tax.",No,"While the user meets the earnings requirement, other critical conditions regarding continuous employment and employment up to the date of birth remain unconfirmed.",75.0,True,Have you worked for your employer continuously for at least 26 weeks by the end of the 15th week before the expected week of childbirth?,"Yes, the user has worked at their job for over 7 years and was continuously employed for the required 26 weeks by the qualifying week.",No,"While the user meets the earnings and continuous employment criteria, eligibility cannot be confirmed without knowing if they will be employed up to the date of birth and if correct notice has been given.",80.0,True,Will you be employed by your employer up to the date of birth?,"Yes, I remained employed up to the date of birth.",No,"While the user meets the continuous employment, earnings, and employment up to the date of birth criteria, eligibility cannot be confirmed without knowing if the correct notice has been given.",90,3,No,4,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_082,7bfae269127b6081a336d30a0c8cafbb6dcee8fb,d90548b369b253425a0463da3533a80885d1fb17,"#  4. Eligibility

You must be taking time off to look after the child and be one of the following:

* the father
* the husband or partner of the mother (or adopter)
* the child’s adopter
* the intended parent (if you’re having a baby through a surrogacy arrangement)",Am I eligible for paternity pay and leave?,No,"Eligibility requires meeting both the condition of taking time off to care for the child and having a qualifying relationship, neither of which has been confirmed.",30,True,"Are you taking time off specifically to look after the child AND are you the father, the husband or partner of the mother (or adopter), the child's adopter, or the intended parent?","I want to take time off to look after the child, but I am not the father, husband or partner of the mother, adopter, or intended parent.",No,The user confirmed they want to take time off to look after the child but explicitly stated they do not meet any of the required relationship criteria.,100.0,False,,,,,,,,,No,The user confirmed they want to take time off to look after the child but explicitly stated they do not meet any of the required relationship criteria.,100,1,No,3,1,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_083,02ad11b7bdaab41ec4ca0db12c06642a79be0edd,c1727103dd238e6f262589d10c87ae36565c4111,"#  1. Current rates and allowances

Your Personal Allowance may be bigger if you claim Marriage Allowance or Blind Person’s Allowance. It’s smaller if your income is over £100,000.",Can I get a bigger Personal Allowance?,Yes,The rule indicates that a Personal Allowance may be bigger if one claims Marriage Allowance or Blind Person’s Allowance.,85,True,Do you claim Marriage Allowance or Blind Person's Allowance?,"I am not claiming the Marriage Allowance, but I am currently claiming the Blind Person's Allowance.",Yes,"The user claims Blind Person's Allowance, which may make their Personal Allowance bigger, but it could still be smaller if their income exceeds £100,000.",70.0,True,"Is your income over £100,000?","Yes, my income is over £100,000.",No,"Although you claim Blind Person's Allowance, your Personal Allowance will be smaller because your income is over £100,000.",95.0,False,,,No,"Although you claim Blind Person's Allowance, your Personal Allowance will be smaller because your income is over £100,000.",95,2,No,2,1,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_084,27902e59fc3f8c021ae493c81c7f359e02ad1ad7,2bfd3f16b14564c07556be9fe03b5f904612dd5f,"## Exceptions

You also don’t need to prove your knowledge of English if one of the following apply:

* you’re a national of Canada or any of the countries in the list above
* you have studied in the UK before as a Tier 4 (Child) student
* you’re applying to come to the UK for a study abroad programme as part of a university degree course in the USA",Do I need to prove my knowledge of English?,Yes,"The rule states that proof of English knowledge is not needed only if specific exceptions apply, and it is currently unknown if any of those exceptions apply to your situation.",30,True,"Are you a national of Canada, did you study in the UK before as a Tier 4 (Child) student, or are you applying to come to the UK for a study abroad programme as part of a university degree course in the USA?","The user is not a national of Canada and has not studied in the UK before, but they are applying to come to the UK for a study abroad programme as part of a university degree course in the USA.",No,"The user does not need to prove knowledge of English because they are applying for a study abroad program in the UK as part of a US university degree, which is a listed exception.",95.0,False,,,,,,,,,No,"The user does not need to prove knowledge of English because they are applying for a study abroad program in the UK as part of a US university degree, which is a listed exception.",95,1,No,2,1,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_085,fc09eeb527f8fb1a25d6bdd454ab45833b039601,adf470f02097a0abd990368c353e3fbd421450fd,"### Exception

If you’ve been getting Housing Benefit since before 7 April 2008, these limits only apply if you:

* change address
* have a break in your claim for Housing Benefit",Do these limits apply to me?,Yes,"The rule describes specific conditions under which the limits would not apply; without information about your situation, it is assumed the general application of the limits holds.",50,True,"Did you start receiving Housing Benefit after 7 April 2008, or have you changed address, or have you had a break in your claim for Housing Benefit?","I have been getting Housing Benefit since 2004, I have never changed my address, but I had a break in my claim in 2007.",Yes,"Even though you started receiving Housing Benefit before 7 April 2008, the limits apply because you had a break in your claim.",100.0,False,,,,,,,,,Yes,"Even though you started receiving Housing Benefit before 7 April 2008, the limits apply because you had a break in your claim.",100,1,Yes,2,1,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_086,00ff908ac576305333a35bab5a6dfb7f3f2d5110,51babca010f4b993d19f9162c906be6ea42748e2,"# Green Card through Employment

You may be eligible to apply as a Immigrant worker, if you are:

* Are a second preference immigrant worker, meaning you:
** Are a member of a profession that requires an advanced degree, or
** Have exceptional ability in the sciences, arts, or business, or
** Are seeking a national interest waiver",Could I be eligible to apply as a Immigrant Worker?,Yes,"The rule states that eligibility is possible if one meets specific criteria for a second preference immigrant worker, which the user might satisfy.",30,True,"Do you have an advanced degree, exceptional ability in the sciences, arts, or business, or are you seeking a national interest waiver?","I do not have an advanced degree or exceptional ability in the sciences, arts, or business, but I am seeking a national interest waiver.",Yes,"The user is eligible because they are seeking a national interest waiver, which is one of the criteria for a second preference immigrant worker.",95.0,False,,,,,,,,,Yes,"The user is eligible because they are seeking a national interest waiver, which is one of the criteria for a second preference immigrant worker.",95,1,Yes,4,0,True,True,gemini,gemini-2.5-flash,STOP,False
