id,title,category,original_question,clarifying_question,cq_type,user_response,preliminary_solution,preliminary_confidence,updated_solution,updated_confidence,accepted_answer,provider,model_id,finish_reason,was_blocked
msd_079,Bing Maps.,Bing_Maps,Where are the measuring tools on Bing Maps? Both the new and old version and I can't find them........,"What specific type of measurement are you trying to perform (e.g., distance, area, elevation)?",,I'm not sure about that. I just know the measuring tools are completely missing from the map.,"To access the primary measuring tool on Bing Maps, right-click anywhere on the map. From the context menu that appears, select ""Distance Measure."" You can then click on the map to add points and calculate the distance between them.",90,"To measure distance on Bing Maps, right-click anywhere on the map and select ""Measure distance"" from the context menu. Alternatively, look for a ruler icon or a ""Tools"" menu, which may contain the measuring function. Click to add points and calculate the distance between them.",95,"In the old version: 1. Click ""My Places"" which will open the My places editor 2. Click the ""Draw a path"" icon (see arrow below) 3. Click on the map at the point where you want to begin measuring 4. Click on the map at the end point (although you can also click to create intermediate points) 5. Press Escape and then Save  The length is shown in My places (see below)  Regarding a measuring tool for the new version of Bing Maps - it's planned - see Bing Listens:  https://binglistens.uservoice.com/forums/283355-ideas/suggestions/8119464-add-a-measuring-tool",gemini,gemini-2.5-flash,STOP,False
msd_080,Downloaded document appear as computer code,Bing,"when I download documents etc, they come out as computer code or gobbledegook to me. This has just recently happened and past downloads are now the same. What can I do, or rather, what have I done to cause this. Original title: downloads","What application are you using to open these downloaded documents, and what are their file extensions (e.g., .pdf, .docx)?",,I am using Adobe Reader to open them. I'm not sure about the file extensions.,"Right-click one of the affected downloaded documents, select 'Open with', then 'Choose another app'. Select the correct application for that file type (e.g., Microsoft Word for .docx files, Adobe Reader for .pdf files), and ensure you check the box for 'Always use this app to open [file type] files'.",90,"When documents appear as code in Adobe Reader, it often means they aren't true PDF files. First, right-click a downloaded file, select 'Properties' (Windows) or 'Get Info' (Mac), and check its 'Type of file' or 'Kind' to confirm the extension. If it's not '.pdf', try opening it with your web browser. If it is a '.pdf' file and still shows code, try reinstalling Adobe Reader.",90,"Hi,  Thank you for contacting Microsoft Community.  I understand that you are facing the issue on download files.  I will certainly help you with this.  Please provide the below information.  1. What type of document file you are trying to download? 2. Are you facing this issue on others document files as well? 3. Did you make any changes to pc prior to this? 4. Which operating system you are using? 5. Which web browser you are using to download the file? 6. Are you facing the issue on other computer while downloading the same file? 7. Did you try the other web browser to download the same file?  Please provide more information about the issue, we'll be glad to assist you.",gemini,gemini-2.5-flash,STOP,False
msd_081,Window 7 ISO,Windows_7,"I would like to reinstall Windows 7 on my computer. I have no disk but have the key. However, I am unable to connect to the internet with the computer due to some kind of technical hitch/corruption. I have tried to download the Windows 7 ISO on a different computer but  I only receive the error message: "" We encountered a problem with the validation request"". Can I only download the ISO to the computer on which it is installed or is there some other reason for this? If the former is true what alternatives do I have? Thank you in advance for any advice and suggestions.",Is your Windows 7 product key an OEM key (pre-installed by the computer manufacturer) or a retail key (purchased separately)?,,I'm not sure about that. I just know that I have my product key.,"The 'validation request' error typically indicates that the product key you are using is an OEM key, which Microsoft's public download tool does not support. If this is the case, you will need to contact your computer's manufacturer to obtain official Windows 7 installation media or an ISO. Alternatively, you could try to locate a generic Windows 7 ISO from a reputable third-party source and use your key for activation after installation.",85,"Since you're encountering a validation error, try downloading a generic Windows 7 ISO using a reliable third-party tool like the ""Windows ISO Downloader"" from HeiDoc.net on a different computer. This tool often bypasses the key validation step for download. Once downloaded, create a bootable USB drive or DVD. You can then use this media to reinstall Windows 7 on your computer and activate it with your product key during or after installation.",90,"If your system came with Windows pre-installed from the factory so that makes it an OEM installation.  Microsoft does not allow you do download installation ISOs for OEM licenses (unless it is a System Builder).  Visit here:  https://heidoc.net/joomla/technology-science/microsoft/67-microsoft-windows-and-office-iso-download-tool  Download the Windows ISO Downloader to your desktop, run/launch it (nothing gets installed on your computer) and a few clicks will get you to whatever Windows Edition (Home, Pro, etc.), architecture (bitness) and language you desire.  Be sure you download the same Windows Edition (Pro, Home, etc.) that matches your original installation.  For example:     Download away.  You can use the Windows USB/DVD Creation tool to burn the ISO you downloaded to create a bootable CD/DVD or USB:  https://www.microsoft.com/en-us/download/windows-usb-dvd-download-tool  Or you can use free/popular third party programs like:  Rufus  (to create a bootable USB thumb drive in just a few clicks)  or  ImgBurn  (to create a bootable CD/DVD)  If you install ImgBurn be sure to choose a custom installation and uncheck these boxes during the installation:",gemini,gemini-2.5-flash,STOP,False
msd_082,Mac Powerpoint 2011,PowerPoint,"Mac Powerpoint 2011 -- how get custom audio instructions to save? They work fine, but disappear after quitting and restarting Powerpoint presentation.","Are the custom audio instructions embedded directly into the PowerPoint file, or are they linked from an external file?",,"I'm not sure about that. I just insert the audio file onto the slide, but I don't know if it's embedded or linked.","1. Re-insert your custom audio instructions into the presentation. 2. When inserting, ensure you select an option that embeds the audio directly into the PowerPoint file, rather than linking to an external file. 3. After insertion, save your presentation immediately. 4. Test by closing and reopening the presentation to confirm the audio persists.",75,"1. Ensure your audio file is in a compatible format like .WAV or .MP3. 2. When inserting, PowerPoint 2011 may link audio files if they are large. To ensure it saves, try to embed it directly via 'Insert' > 'Audio' > 'Audio from File'. 3. If the audio is linked (often for files over 50-100MB), make sure the audio file is saved in the *same folder* as your PowerPoint presentation. This maintains the link when you reopen the file.",95,"Use Spotlight to search your drive. You might have two different files with the same name in different locations. One has the changes you saved, the other doesn't. Observe the dates and times of the most recent save in File > Properties > Statistics.",gemini,gemini-2.5-flash,STOP,False
msd_083,Object Duplicate vs. Copy & Paste - who to put the money on?,PowerPoint,"I'm trying to piece together the difference between Copy+Paste and Duplicate with respect to a Slide but more so objects. I've seen an article or two, but they mix and match duplicating in Powerpoint. Is there like a MVP written blog on the real deal. I know one is it doesn't flush the most recent Copy and Paste buffer. It seems to put it in a different position....but just when I think that's it, it isn't (they both got to the same place). Less key strokes. I'm left disappointed by blog postings such as this: http://iconlogic.blogs.com/weblog/2011/06/powerpoint-2010-whats-the-difference-between-duplicate-and-copy.html","When you observe that both 'Duplicate' and 'Copy+Paste' place objects in the 'same place,' are you referring to duplicating individual objects or entire slides?",,I am talking about individual objects on the slide. I haven't really been looking at copying entire slides.,"When duplicating an object, PowerPoint creates a copy with a slight offset (down and to the right) from the original, and it does not use the clipboard. Copy+Paste, however, places the copied object directly on top of the original's position and utilizes the clipboard. This means you can duplicate an object and then immediately paste something else you copied previously. For slides, 'Duplicate Slide' creates an exact copy immediately after the original, while 'Copy+Paste' allows you to choose the insertion point.",90,"For individual objects, Duplicate (Ctrl+D) does not use the clipboard, preserving its content, and places the new object with a consistent offset that PowerPoint remembers for subsequent duplicates. Copy+Paste (Ctrl+C, Ctrl+V) uses the clipboard and typically places the object with a slight, often less predictable, offset. Duplicate is generally faster for creating multiple copies of an object within PowerPoint.",95,"To a great extent it's a subjective decision. The article Brandon referred you to provides some additional insight on the use of Duplicate. I personally prefer to use Duplicate depending on the task when working on a specific slide. Also, you can Duplicate a selection by holding Option or Control while dragging it.  OTOH, some of the limitations of Duplicate are that:",gemini,gemini-2.5-flash,STOP,False
msd_084,Bing Rewards - Help please!,Bing_Apps,"I found out about Bing Rewards last night and I'm very excited to start accumulating rewards!  I told my girlfriend about it while she was at work and when she got home I helped her install the app.  Unfortunately, I forgot to refer her and she's pretty much the main person I would refer. I can't find any help on the Bing Rewards site so I'm wondering can I still receive the 50 credits for referring her? Thank you in advance.","Has your girlfriend already created a Bing Rewards account and started accumulating points, or has she only installed the app?",,"She has already created her account and is fully signed up. I haven't checked if she has started getting points yet, but she definitely did more than just install the app.","The most direct approach is to contact Bing Rewards support. Explain that you forgot to use your referral link when your girlfriend installed the app and ask if they can retroactively apply the referral to her account. Be aware that many referral programs require the link to be used during initial sign-up, so this may not be possible.",65,"Unfortunately, referral credits are typically only awarded when the referred person signs up using a unique referral link or code before creating their account. Since your girlfriend has already created her account and is fully signed up, it is not possible to retroactively apply a referral for the 50 credits. You can still refer other friends and family members who have not yet signed up for Bing Rewards.",90,"Hi,  Since the issue pertains to the redemption of the credit points in Bing Rewards, I would request you to fill the form from the link mentioned below and see if it helps. https://support.microsoft.com/en-us/getsupport?oaspworkflow=start_1.0.0.0&wfname=capsub&productkey=bingrewardssuspend&locale=en-us&wa=wsignin1.0&ccsid=635987639976591690  Please revert if you face any issues with Redemption of Bing rewards.  Thank you.",gemini,gemini-2.5-flash,STOP,False
msd_085,Microsoft edge not working after recent Windows 10 update (KB4034674),Apps_Windows_10,"Hi, After a recent update Microsoft Edge no longer functions.  It opens a window but no home page appears.  After approx 30 seconds the window just closes.  Internet Explorer and Google Chromium still function. I have tried the following: Uninstalling the update. Went to system Restore but found it disabled. chkdsk /f  (No problems reported) Tried to create a new account but my account is local and I am unable to create an additional account, (The option is 'greyed out' in settings -> accounts). Click Start > Windows System > Right-click on Command Prompt; 2. Click More > Run as administrators; 3. Type: DISM.exe /Online /Cleanup-image /Scanhealth and hit Enter; 4. Type: DISM.exe /Online /Cleanup-image /Restorehealth and hit Enter; 5. Tye: SFC/scannow and hit Enter; - No improvement Start > Windows PowerShell (Admin); 4. Type: Get-AppXPackage -AllUsers -Name Microsoft.MicrosoftEdge | Foreach {Add-AppxPackage -DisableDevelopmentMode -Register “$($_.InstallLocation)AppXManifest.*” -Verbose} and hit Enter; - No improvement. I'd appreciate it if someone has any ideas what might get Microsoft Edge working again. Regards, NeilMeganland   ***Post moved by the moderator to the appropriate forum category.***","After uninstalling update KB4034674, did Microsoft Edge start working again, or did the issue persist?",,"I uninstalled that update, but the problem didn't go away. Edge still just opens and then closes on its own.",1. Ensure Microsoft Edge is completely closed. 2. Open File Explorer and navigate to `%LOCALAPPDATA%\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe`. 3. Delete all contents within this folder. 4. Open PowerShell as administrator and re-run the command: Get-AppXPackage -AllUsers -Name Microsoft.MicrosoftEdge | Foreach {Add-AppxPackage -DisableDevelopmentMode -Register “$($_.InstallLocation)AppXManifest.*” -Verbose},70,"Since uninstalling the update and other troubleshooting steps did not resolve the issue, perform an in-place upgrade of Windows 10. Download the Media Creation Tool from Microsoft's official website, run it, and select ""Upgrade this PC now."" Ensure you choose to keep your personal files and apps during the process. This will reinstall Windows 10, repairing any corrupted system files that may be preventing Microsoft Edge from functioning correctly.",90,"Hey mate, Let's skip the run the troubleshooter part, I bet you already tried that too. But you might want to redo the the 4th step.  See Fix Microsoft Edge Not Working on Windows 10 Creators Update. Mine was fixed using the 3rd method, you can also check the last update on the link.  If all else fails, you may try to reset your PC or prepare a recovery drive to restore or reset your PC, see this: Recovery options in Windows 10  Cheers",gemini,gemini-2.5-flash,STOP,False
msd_086,Skype Thinks I Need Parental Consent,Skype_iOS,"I have been using Skype on my iPhone for many years without issue.  I also use it on my desktop.  This morning it asked me to sign in again (I suspect it updated) so I did and then it asked for my birthday.  I entered the year incorrectly.  Now Skype wants me to get a parent to allow me to use it (even though I'm using it on my desktop right now and have been using it on my phone for several years).  I went to the site it suggested account.microsoft.com and tried to add myself as a family member, but it says I already am a family member and there are no others. I updated my birthday in the Profile and that worked.  I tried deleting the app from my phone and even powering down for a few minutes then reloading and the same thing happens. I tried chatting with Microsoft support and they said, ""not my problem"" and directed me to a link that doesn't work. I tried chatting with Skype support and they said that 10am PST time is not part of their working hours. So, I'm trying here.  I've wasted about two hours trying to get this to work again.  Is there any way to fix it without losing my account.  I'm afraid to log off on my desktop in case it won't let me back there either. BTW, the same app lets me log in with my MSFT email and password, but then, of course, all of my contacts and conversations are gone. Thanks, Tiffany Serface","When you visited account.microsoft.com/family, did you confirm that your account is not listed as a child in any family group, or that you are the organizer of your own family group?",,"When I went to the website, it just said I am already a family member and there are no others. I'm not sure if I'm listed as a child or an organizer.","1. Visit account.microsoft.com/family and verify your account's status. Ensure you are not listed as a child in any family group. If you are, you'll need to leave the group or have the organizer remove you. 2. After confirming your family settings, delete the Skype app from your iPhone. 3. Restart your iPhone. 4. Reinstall Skype from the App Store and sign in.",75,"1. Go to account.microsoft.com/profile and confirm your birthdate is correct. Then, visit account.microsoft.com/family to ensure you are listed as the organizer and not a child. 2. Delete the Skype app from your iPhone, restart your device, and then reinstall Skype from the App Store. 3. If the issue persists after these steps, wait 24 hours for account changes to fully propagate across all services, then attempt to sign in to Skype again.",90,"Hi Tiffany,   We apologize for the inconvenience.   Since Skype is under the umbrella of Microsoft, we have completely migrated and adopted Microsoft’s terms and condition.   With that, you are being asked for a “Parental Permission” is because the system detected that your age on file is under 13 years of age that’s why it was categorized as a “Child Account”.   But you don’t have to worry about this one because we can change the date of birth on your account, so you can have the correct age on file and for us to do it, we strongly recommend several options that you can choose on.   With that, I will be sending you a message and kindly check your email for the details. Thank you!   Marites P.   Skype Community Moderator",gemini,gemini-2.5-flash,STOP,False
msd_087,Numerical Sequence,Word,Why are the items in my Insert Cross-reference window not arranged in numerical order? What can I do to arrange them in numerical order?,"What 'Reference type' are you selecting in the 'Insert Cross-reference' window (e.g., Numbered item, Heading, Bookmark)?",,"I'm not sure about that. I'm just trying to select my figures, but they aren't listed in numerical order.","Ensure that the items you are trying to cross-reference are formatted using Word's automatic numbering feature, such as a numbered list style or a heading style with outline numbering. Manually typed numbers will not sort correctly. If they are manually numbered, apply a proper numbered list style to them, then update your cross-references.",80,"To ensure your figures are listed in numerical order in the Insert Cross-reference window, select ""Numbered item"" from the ""Reference type"" dropdown menu. This option specifically sorts items that have been captioned or numbered sequentially, allowing you to easily find and reference your figures in the correct order.",95,"If a graphic is wrapped, Word automatically creates the caption in a text box; if the graphic is In Line With Text, the caption is ordinary paragraph text. If the graphics in question are not wrapped, then obviously the text boxes are unneeded. In older versions of Word, there was an option to convert the text box to a frame, and you could then select Remove Frame in the Format Frame dialog. In Word 2010, I think you'll just have to cut the text from the text box, paste it into a new paragraph (in the Caption style), and then delete the empty text box. It looks like you've got just five to do, so perhaps that won't be too onerous.

The following macro embeds all Shapes & InlineShapes in a document in tables as InlineShapes with a row for Captions. Whatever positioning applied to the original Shape object will apply to the table also. As coded, the ‘MakeImageTable’ macro limits the inserted InlineShape dimesnsions to 7.5*5.0cm. That code can, of course, be edited/omitted, in which case, so too can the corresponding code that re-sizes the inserted InlineShape to fit.  To have the caption row appear above the image, instead of below, change the Rows(1) references to Rows(2), change the Cell(1, 1) references to Cell(2, 1) and change the change the Cell(2, 1) references to Cell(1, 1).  Note that, due to the extra space taken up by the caption row, all except for the first of the document's pictures are liable to shift position slightly.  Sub AddImageCaptionTables() Dim iShp As InlineShape, Rng As Range, Tbl As Table Dim i As Long, PicWdth As Single, PicHght As Single, VPos As Single Dim HPos As Single, VRel As Long, HRel As Long, BShp As Boolean With ActiveDocument   For i = 1 To .InlineShapes.Count     If .InlineShapes(i).Range.Information(wdWithInTable) = False Then       With .InlineShapes(i)         .LockAspectRatio = True         PicWdth = .Width         PicHght = .Height         Set Rng = .Range       End With       With Rng         If .Characters.Last.Next.Text = vbCr Then .Characters.Last.Next.Text = vbNullString         .InlineShapes(1).Range.Cut       End With       BShp = False: VRel = 0: HRel = 0: VPos = 0: HPos = 0       Call MakeImageTable(Rng, PicWdth, PicHght, BShp, VRel, HRel, VPos, HPos)     End If   Next   While .Shapes.Count > 0     BShp = True     With .Shapes(1)       .LockAspectRatio = True       PicWdth = .Width       PicHght = .Height       VRel = .RelativeVerticalPosition       HRel = .RelativeHorizontalPosition       VPos = .Top       HPos = .Left       Set iShp = .ConvertToInlineShape     End With     With iShp       Set Rng = .Range       .Range.Cut     End With     Call MakeImageTable(Rng, PicWdth, PicHght, BShp, VRel, HRel, VPos, HPos)   Wend End With End Sub  Sub MakeImageTable(Rng As Range, PicWdth As Single, PicHght As Single, BShp As Boolean, _   VRel As Long, HRel As Long, VPos As Single, HPos As Single) Dim Tbl As Table, sngScl As Single, iShp As InlineShape 'Constrain maximum image size If PicWdth > CentimetersToPoints(7.5) Then   sngScl = PicWdth / CentimetersToPoints(7.5)   PicWdth = PicWdth / sngScl   PicHght = PicHght / sngScl End If If PicHght > CentimetersToPoints(5) Then   sngScl = PicHght / CentimetersToPoints(5)   PicWdth = PicWdth / sngScl   PicHght = PicHght / sngScl End If 'Create & format the table Set Tbl = Rng.Tables.Add(Range:=Rng, Numrows:=2, NumColumns:=1) With Tbl   .Borders.Enable = True   .Columns.Width = PicWdth   .TopPadding = 0   .BottomPadding = 0   .LeftPadding = 0   .RightPadding = 0   .Spacing = 0   .Rows(1).HeightRule = wdRowHeightExactly   .Rows(1).Height = PicHght   With .Rows     .LeftIndent = 0     If BShp = True Then       .WrapAroundText = True       .HorizontalPosition = HPos       .RelativeHorizontalPosition = HRel       .VerticalPosition = VPos       .RelativeVerticalPosition = VRel       .AllowOverlap = False     End If   End With   With .Cell(1, 1).Range     With .ParagraphFormat       .SpaceBefore = 0       .SpaceAfter = 0       .LeftIndent = 0       .RightIndent = 0       .FirstLineIndent = 0       .KeepWithNext = True     End With     .Paste     ' Resize the inserted InlineShape     Set iShp = .InlineShapes(1)     With iShp       .Width = PicWdth       .Height = PicHght     End With   End With   With .Cell(2, 1).Range     .Style = ""Caption""     .End = .End - 1     .InsertAfter vbCr     .InsertCaption Label:=""Figure"", TitleAutoText:="" "", Title:="""", _       Position:=wdCaptionPositionBelow, ExcludeLabel:=0     .Paragraphs.First.Range.Characters.Last.Text = vbNullString     .Borders(wdBorderLeft).LineStyle = wdLineStyleNone     .Borders(wdBorderRight).LineStyle = wdLineStyleNone     .Borders(wdBorderTop).LineStyle = wdLineStyleNone   End With End With End Sub  To work with just the selected image (or multiple images in a selected range), change: With ActiveDocument to: With Selection and change:   While .Shapes.Count > 0     With .Shapes(1) to:   While .ShapeRange.Count > 0     With .ShapeRange(1)",gemini,gemini-2.5-flash,STOP,False
msd_088,Can't make any voice calls from Skype on Mac laptop,Skype_Mac,"I was using another VOiP service on my Mac laptop (Ucallweconn) but it seems to have gone out of business (taking a small amount of my credit with it). I already use Skype for computer-to-computer video calls so thought I'd try the VOiP service and bought £10 credit (UK). I followed all the instructions but every call I try to call a landline or mobile in the UK or France it ends in less than a second and says ""no reply"". Anyone found the answer to this kind of problem? Thanks PS: I thought Skype was supposed to have a live chat support? When I follow the instructions for that it just brings me to this community.","When dialing, are you including the full international dialing code (e.g., +44 for UK, +33 for France) and omitting any leading zero from the local number?",,I'm not sure about that. I just typed in the numbers I normally use to call them.,"First, ensure you are dialing in the correct international format: '+' followed by the country code (e.g., +44 for UK, +33 for France), then the local number without any leading zero. Next, try restarting your Mac and the Skype application. If the issue persists, check your internet connection stability and try making a call to a different number.",75,"To make calls to landlines or mobiles, ensure you are using the correct international dialing format. Always include the full international dialing code, preceded by a ""+"" sign, and omit any leading zero from the local number. For example, to call a UK number, dial +44 followed by the rest of the number (without the initial 0). For France, dial +33 followed by the number (without the initial 0).",95,"Hi Brandy,   I’ll be sending you a private message to assist you further regarding on your concern.   Hope this information helps.   Thanks.",gemini,gemini-2.5-flash,STOP,False
msd_089,Formula stopped working,Excel,"I have a spreadsheet that I have been using for ten months, I simply place the data in the correct columns, and the COUNTIF formulas calculate how many people of a certain profession and pay grade exists. This has worked for ten months, today I go to execute the same thing I have always done and it will not work. Interestingly enough, it work for the first 80% of the data in the worksheet...my mind is blown!    I have attempted to repaste in to the various spreadsheets I've saved over the last ten months, I've tried erasing all of the data and re-inputting, I've checked to make sure the Automatic calculation is on, I have ensured I don't have a circular formula, and I've tried changing the formatting from General to Text...nothing has worked.","When the COUNTIF formula 'will not work' for the last 20% of your data, what specific value or error does it display (e.g., 0, #VALUE!, #N/A)?",,I'm not sure about that. I just know it fails to calculate correctly for the remaining data.,"1. Verify Formula Range: Double-check that the range referenced in your COUNTIF formulas extends to include all the new data rows. If not, adjust the range to cover the entire dataset. 2. Clean Data: For the problematic data in the last 20%, use the TRIM function (e.g., =TRIM(A1)) to remove any leading/trailing spaces, and ensure there are no hidden characters that might prevent a match. 3. Data Type Check: Confirm that the data in the criteria and the cells being counted are consistently formatted as either text or numbers.",75,"The problem likely lies with subtle data inconsistencies in the last 20% of your data. First, check for extra spaces or non-printable characters in the cells that aren't counting correctly. Use the TRIM() and CLEAN() functions in a helper column to normalize the text data. Second, carefully verify that your COUNTIF formula's range correctly extends to include all the problematic data. Finally, ensure your COUNTIF criteria exactly matches the normalized data, as COUNTIF requires precise matches.",90,"Check the data for invisible leading or trailing blanks.  You could use the Len() function to compare what you see with what the cell contains. Or you could use   =SEARCH("" "",A1)  and copy down. If it returns a number, there is a blank in the cell. Also, if the data is copied from a web site, it may contain the non-breaking space, which is different from a regular space. To check for these, use  =SEARCH(CHAR(160),A1)",gemini,gemini-2.5-flash,STOP,False
msd_090,replacement for Microsoft Digital suite photo editing software for Windows 10,Apps_Windows_10,Do I need to buy an Windows 10 version of the old Digital suite software which seems to be giving me problems,Could you please tell me the exact name and version of the 'old Digital suite software' you are currently using?,,It is just called Microsoft Digital suite. I am not sure about the exact version number.,"If you are referring to Microsoft Digital Image Suite, it is an older product that is not officially supported on Windows 10, and there is no Windows 10 version to purchase. We recommend using the Photos app built into Windows 10 for basic photo editing, or exploring modern third-party alternatives like Paint.NET or GIMP for more advanced features, as they are fully compatible.",85,"Microsoft Digital Image Suite is an outdated software not compatible with Windows 10, which is why you are experiencing problems. We recommend using modern alternatives. For basic photo editing, utilize the built-in Photos app in Windows 10. For more advanced free options, consider Paint.NET or GIMP. If you need professional-grade features, Adobe Photoshop Elements is a popular paid alternative.",95,"It gets installed automatically.  What happens when you try to run it?  There are a few threads you can find here that discuss that type of problem.  The easiest way to try to start it is by clicking on the tile in the Start Menu, but you can also run it from Explorer with Open With or just a double click if it's your default photo handler.",gemini,gemini-2.5-flash,STOP,False
msd_091,edit key,Bing_Apps,"Hello, Newbie here, I am searching for the edit key on my keyboard it does not exist. I am attempting to remove a weather site on favorite cities and I have been instructed to use the edit key, I have a new inspiron 13, 7000 series, 2 in 1 computer brand new setting up. thanks",Could you tell me which specific Bing app or website you are using to manage your favorite cities?,,I am using the Bing Weather app.,"To remove a favorite weather site, open the Bing Weather app or visit Bing.com/weather. Navigate to your list of favorite cities. Look for an 'Edit' button, a pencil icon, or a trash can icon next to the city you wish to remove. If you're on a touchscreen, try long-pressing the city; on a laptop, right-click the city to see if a 'Remove' option appears.",90,"To remove a favorite city in the Bing Weather app:1. Open the Bing Weather app.2. Navigate to the ""Favorite cities"" section.3. Right-click (or long-press on a touchscreen) on the city you wish to remove.4. Select the ""Remove"" or ""Delete"" option that appears in the context menu. There is no physical ""edit key"" on your keyboard for this function.",95,"Hello, Renee E Stanford,  Welcome to Microsoft Community.  I believe you're referring to the Weather App in Windows 8/8.1 Launch Weather App Right click on the screen > Select Places See the pencil on the upper right of the page?  That is the Edit Button You can remove the unwanted location by clicking on the ""Pencil Icon"" An X will appear in the upper right corner of each Place/Location Click the X on the location you do not want.",gemini,gemini-2.5-flash,STOP,False
msd_092,Excel spreadsheets on Mac have areas where the faint grid lines are missing,Excel,"Hi, My Williamxcel (version 15.33 for Mac) spreadsheets have areas where the faint grid lines are missing. How do I get these to show? I tried to reinstall MacOS, and all microsoft products but it did not change anything to it.  Thanks for your help, Antoine","Does this issue occur in all Excel workbooks, including newly created ones, or only in specific existing spreadsheets?",,"I'm not sure about that. I haven't checked if it happens on newly created ones, I just know it happens on my spreadsheets.","Check the 'Show Gridlines' option in Excel. Go to the 'Page Layout' tab, and in the 'Sheet Options' group, ensure the 'View' checkbox under 'Gridlines' is checked. If it's already checked, try unchecking and rechecking it. Also, verify that no cells have a white border applied, which can obscure gridlines.",75,"1. Open Excel Preferences > View and ensure ""Show Gridlines"" is checked. 2. On the Excel ribbon, go to the ""Page Layout"" tab and in the ""Sheet Options"" group, verify that ""View"" is checked under ""Gridlines"". 3. Create a new blank workbook to see if the issue persists there. If it does, try resetting Excel preferences.",90,"Before reinstalling, try help from following Microsoft KB Help https://support.office.com/en-us/article/Show-or-hide-gridlines-on-a-sheet-4f3005c0-d95b-4f5d-9280-1e557c1a612e",gemini,gemini-2.5-flash,STOP,False
msd_093,Get & Transform | Data connection not working anymore since recent update,Excel,"For years I've used data connections to retrieve tables from a password protected website. Since a recent Excel update during the summer it doesn't work anymore. The website seems unchanged. To gain access to the data in Excel 2016 I had to log in with my user name and password via the Internet Explorer first. With Chrome or Firefox it never worked. After signing in via IE, Excel had access for weeks or even months before I had to log in again. Above doesn't work anymore. I've tried it with Edge assuming Microsoft changed the web browser technology in Excel but no luck. Has someone a solution to regain access again? Thanks!",What specific error message or prompt do you receive when you try to refresh the data connection in Excel?,,"When I try to get the data, it prompts me to enter my username and password again. I also see a yellow warning message that says, ""Table highlighting is disabled because this page uses Internet Explorer's Compatibility Mode.""","Navigate to the Data tab in Excel, then click 'Get Data' > 'Data Source Settings'. Select the problematic data source, click 'Edit Permissions', and then 'Edit'. Ensure the correct authentication method (e.g., Basic, Web API) is selected and re-enter your credentials. You may also try 'Clear Permissions' for the site and then attempt to refresh the query, which should prompt you for new credentials.",85,"Clear your Internet Explorer browser cache, cookies, and saved passwords. Then, check Internet Explorer's Compatibility View settings to ensure the website is not listed or try adding it. If the issue persists, recreate the web data connection in Excel from scratch, as recent updates might affect how Excel's IE-based web queries handle authentication.",85,"For us to further isolate the issue, we suggest that you create a test user profile and check if the same problem will occur. This will help us determine if your current profile is corrupted or not. A corrupted user profile doesn't function normally. In such cases creating a new one will help us to identify if the issue is specific to a corrupted user profile. You can refer to this link for the steps.   Let us know how it went for you.",gemini,gemini-2.5-flash,STOP,False
msd_094,Size explosion when changing brightness and temperature of picture slides,PowerPoint,"I am stunned to find that the file size becomes about 10+ times as big after changing just brightness and temperature (hue) of simple picture slides using macro.  For instance a 70 MB file becomes 800 MB.  The file had about 150 slides. Will the same kind of size explosion take place if brightness and temperature are changed one by one manually via Picture Format pane instead of running macro, too?",Does the file size also increase significantly if you manually adjust the brightness and temperature of a few pictures using the Picture Format pane and then save the presentation?,,"Yes, it definitely does. I tested this by manually changing the brightness and temperature on a small file with just five pictures, and the file size jumped from around 247 KB to over 2,800 KB.","If manual adjustments do not cause the size increase, your macro might be creating new, uncompressed image objects. Review your macro code to ensure it modifies existing images in-place and consider adding a step to explicitly compress pictures after adjustments. Alternatively, after running the macro, use PowerPoint's built-in 'Compress Pictures' feature (File > Info) to reduce the file size.",85,"The file size increase is expected behavior when adjusting picture brightness and temperature in PowerPoint, regardless of whether it's done manually or via macro. To mitigate this, after making your adjustments, use PowerPoint's ""Compress Pictures"" feature (File > Info > Compress Pictures). For future presentations, consider editing image brightness and temperature in an external image editor before inserting them into PowerPoint to maintain better control over file size.",95,Try  Select a pic Format in Picture tools > Compress Pictures  UNTICK Apply to This picture Only  Set to 96 dpi or 150 dpi  OK,gemini,gemini-2.5-flash,STOP,False
