id,title,category,original_question,preliminary_solution,preliminary_confidence,needed_clarification_0,cq_1,user_response_1,solution_1,confidence_1,needed_clarification_1,cq_2,user_response_2,solution_2,confidence_2,needed_clarification_2,cq_3,user_response_3,final_solution,final_confidence,n_cqs_asked,accepted_answer,provider,model_id,finish_reason,was_blocked
msd_083,Object Duplicate vs. Copy & Paste - who to put the money on?,PowerPoint,"I'm trying to piece together the difference between Copy+Paste and Duplicate with respect to a Slide but more so objects. I've seen an article or two, but they mix and match duplicating in Powerpoint. Is there like a MVP written blog on the real deal. I know one is it doesn't flush the most recent Copy and Paste buffer. It seems to put it in a different position....but just when I think that's it, it isn't (they both got to the same place). Less key strokes. I'm left disappointed by blog postings such as this: http://iconlogic.blogs.com/weblog/2011/06/powerpoint-2010-whats-the-difference-between-duplicate-and-copy.html","Duplicate (Ctrl+D) creates a copy of the selected object(s) or slide(s) and places it with a slight offset, without using the clipboard. Copy (Ctrl+C) and Paste (Ctrl+V) uses the clipboard, allowing you to paste the item multiple times or into other applications, and its placement can vary based on previous pastes or default settings.",95,False,,,,,,,,,,,,,"Duplicate (Ctrl+D) creates a copy of the selected object(s) or slide(s) and places it with a slight offset, without using the clipboard. Copy (Ctrl+C) and Paste (Ctrl+V) uses the clipboard, allowing you to paste the item multiple times or into other applications, and its placement can vary based on previous pastes or default settings.",95,0,"To a great extent it's a subjective decision. The article Brandon referred you to provides some additional insight on the use of Duplicate. I personally prefer to use Duplicate depending on the task when working on a specific slide. Also, you can Duplicate a selection by holding Option or Control while dragging it.  OTOH, some of the limitations of Duplicate are that:",gemini,gemini-2.5-flash,STOP,False
msd_084,Bing Rewards - Help please!,Bing_Apps,"I found out about Bing Rewards last night and I'm very excited to start accumulating rewards!  I told my girlfriend about it while she was at work and when she got home I helped her install the app.  Unfortunately, I forgot to refer her and she's pretty much the main person I would refer. I can't find any help on the Bing Rewards site so I'm wondering can I still receive the 50 credits for referring her? Thank you in advance.","Generally, referral credits are awarded when the referred person signs up for Bing Rewards using a unique referral link *before* creating their account, and retroactive application is typically not supported.",85,True,"Has your girlfriend already signed up for a Bing Rewards account, or has she only installed the Bing app?",She has already signed up for a Bing Rewards account.,"Since your girlfriend has already signed up for a Bing Rewards account, it is unfortunately not possible to retroactively apply a referral and receive the 50 credits, as referrals must be used during the initial account creation.",95,False,,,,,,,,"Since your girlfriend has already signed up for a Bing Rewards account, it is unfortunately not possible to retroactively apply a referral and receive the 50 credits, as referrals must be used during the initial account creation.",95,1,"Hi,  Since the issue pertains to the redemption of the credit points in Bing Rewards, I would request you to fill the form from the link mentioned below and see if it helps. https://support.microsoft.com/en-us/getsupport?oaspworkflow=start_1.0.0.0&wfname=capsub&productkey=bingrewardssuspend&locale=en-us&wa=wsignin1.0&ccsid=635987639976591690  Please revert if you face any issues with Redemption of Bing rewards.  Thank you.",gemini,gemini-2.5-flash,STOP,False
msd_085,Microsoft edge not working after recent Windows 10 update (KB4034674),Apps_Windows_10,"Hi, After a recent update Microsoft Edge no longer functions.  It opens a window but no home page appears.  After approx 30 seconds the window just closes.  Internet Explorer and Google Chromium still function. I have tried the following: Uninstalling the update. Went to system Restore but found it disabled. chkdsk /f  (No problems reported) Tried to create a new account but my account is local and I am unable to create an additional account, (The option is 'greyed out' in settings -> accounts). Click Start > Windows System > Right-click on Command Prompt; 2. Click More > Run as administrators; 3. Type: DISM.exe /Online /Cleanup-image /Scanhealth and hit Enter; 4. Type: DISM.exe /Online /Cleanup-image /Restorehealth and hit Enter; 5. Tye: SFC/scannow and hit Enter; - No improvement Start > Windows PowerShell (Admin); 4. Type: Get-AppXPackage -AllUsers -Name Microsoft.MicrosoftEdge | Foreach {Add-AppxPackage -DisableDevelopmentMode -Register “$($_.InstallLocation)AppXManifest.*” -Verbose} and hit Enter; - No improvement. I'd appreciate it if someone has any ideas what might get Microsoft Edge working again. Regards, NeilMeganland   ***Post moved by the moderator to the appropriate forum category.***","Given the extensive troubleshooting already performed, if Event Viewer logs don't reveal a specific error, the next step would be to perform an in-place upgrade (repair install) of Windows 10, which can resolve deep system component issues without affecting your personal files.",75,True,"Could you please check the Event Viewer (Windows Logs -> Application and System) for any error entries related to Microsoft Edge crashes around the time it closes, and share the details of any critical errors found?",That information is not available.,"Since Event Viewer logs are unavailable and extensive troubleshooting has been performed, the most effective next step is to perform an in-place upgrade (repair install) of Windows 10, which can resolve underlying system component issues affecting Edge without deleting your personal files.",85,False,,,,,,,,"Since Event Viewer logs are unavailable and extensive troubleshooting has been performed, the most effective next step is to perform an in-place upgrade (repair install) of Windows 10, which can resolve underlying system component issues affecting Edge without deleting your personal files.",85,1,"Hey mate, Let's skip the run the troubleshooter part, I bet you already tried that too. But you might want to redo the the 4th step.  See Fix Microsoft Edge Not Working on Windows 10 Creators Update. Mine was fixed using the 3rd method, you can also check the last update on the link.  If all else fails, you may try to reset your PC or prepare a recovery drive to restore or reset your PC, see this: Recovery options in Windows 10  Cheers",gemini,gemini-2.5-flash,STOP,False
msd_086,Skype Thinks I Need Parental Consent,Skype_iOS,"I have been using Skype on my iPhone for many years without issue.  I also use it on my desktop.  This morning it asked me to sign in again (I suspect it updated) so I did and then it asked for my birthday.  I entered the year incorrectly.  Now Skype wants me to get a parent to allow me to use it (even though I'm using it on my desktop right now and have been using it on my phone for several years).  I went to the site it suggested account.microsoft.com and tried to add myself as a family member, but it says I already am a family member and there are no others. I updated my birthday in the Profile and that worked.  I tried deleting the app from my phone and even powering down for a few minutes then reloading and the same thing happens. I tried chatting with Microsoft support and they said, ""not my problem"" and directed me to a link that doesn't work. I tried chatting with Skype support and they said that 10am PST time is not part of their working hours. So, I'm trying here.  I've wasted about two hours trying to get this to work again.  Is there any way to fix it without losing my account.  I'm afraid to log off on my desktop in case it won't let me back there either. BTW, the same app lets me log in with my MSFT email and password, but then, of course, all of my contacts and conversations are gone. Thanks, Tiffany Serface","Since you've updated your birthday and reinstalled the app, try clearing Safari's website data (Settings > Safari > Clear History and Website Data) on your iPhone, as Skype often uses web views for authentication, and then attempt to sign in again.",65,True,"Have you checked your Microsoft Family Safety settings on account.microsoft.com/family to ensure your account isn't listed as a child, even if you're the only member?","I went to account.microsoft.com and tried to add myself as a family member, but the site stated I already am a family member and there are no others.","Since you've confirmed you're not listed as a child in a family group, the issue likely stems from a persistent age flag on your Microsoft account or an incomplete age verification. Ensure your Microsoft account's age is fully verified as an adult, and if you haven't already, try clearing Safari's website data (Settings > Safari > Clear History and Website Data) on your iPhone before attempting to sign in again.",75,True,"After you updated your birthday on account.microsoft.com, did you receive any prompts or instructions to verify your age (e.g., by providing a credit card or ID), or did the change seem to take effect immediately without further steps?",That information is not available.,"The persistent parental consent request on iOS, despite your birthday update and desktop access, strongly suggests an incomplete age verification on your Microsoft account. You need to explicitly check your Microsoft profile for any pending age verification steps and complete them, then clear Safari's website data on your iPhone before attempting to sign in again.",70,True,Could you please visit account.microsoft.com/profile and specifically look for any sections or links related to 'Verify your age' or 'Proof of age' to see if there are any pending actions or status updates required for your birthday change to be fully recognized?,That information is not available.,"Despite updating your birthday, the issue persists due to a likely stuck age verification state. Try this: 1. Go to account.microsoft.com/profile. Temporarily change your birth year to an unambiguously adult year (e.g., 1980), save, then change it back to your correct year and save again. 2. On your iPhone, delete the Skype app, restart your device, then reinstall Skype. 3. Attempt to sign in. This should force a full age re-evaluation and app refresh.",85,3,"Hi Tiffany,   We apologize for the inconvenience.   Since Skype is under the umbrella of Microsoft, we have completely migrated and adopted Microsoft’s terms and condition.   With that, you are being asked for a “Parental Permission” is because the system detected that your age on file is under 13 years of age that’s why it was categorized as a “Child Account”.   But you don’t have to worry about this one because we can change the date of birth on your account, so you can have the correct age on file and for us to do it, we strongly recommend several options that you can choose on.   With that, I will be sending you a message and kindly check your email for the details. Thank you!   Marites P.   Skype Community Moderator",gemini,gemini-2.5-flash,STOP,False
msd_087,Numerical Sequence,Word,Why are the items in my Insert Cross-reference window not arranged in numerical order? What can I do to arrange them in numerical order?,"Ensure your numbered items are consistently formatted using Word's automatic numbering features, then select the entire document (Ctrl+A) and press F9 to update all fields.",60,True,"What specific type of item are you trying to cross-reference (e.g., numbered headings, numbered paragraphs, figures, or tables)?",I am trying to cross-reference figures.,"Ensure all your figures use Word's ""Insert Caption"" feature for numbering, verify the numbering sequence is continuous, and then update all fields in the document by selecting everything (Ctrl+A) and pressing F9.",85,False,,,,,,,,"Ensure all your figures use Word's ""Insert Caption"" feature for numbering, verify the numbering sequence is continuous, and then update all fields in the document by selecting everything (Ctrl+A) and pressing F9.",85,1,"If a graphic is wrapped, Word automatically creates the caption in a text box; if the graphic is In Line With Text, the caption is ordinary paragraph text. If the graphics in question are not wrapped, then obviously the text boxes are unneeded. In older versions of Word, there was an option to convert the text box to a frame, and you could then select Remove Frame in the Format Frame dialog. In Word 2010, I think you'll just have to cut the text from the text box, paste it into a new paragraph (in the Caption style), and then delete the empty text box. It looks like you've got just five to do, so perhaps that won't be too onerous.

The following macro embeds all Shapes & InlineShapes in a document in tables as InlineShapes with a row for Captions. Whatever positioning applied to the original Shape object will apply to the table also. As coded, the ‘MakeImageTable’ macro limits the inserted InlineShape dimesnsions to 7.5*5.0cm. That code can, of course, be edited/omitted, in which case, so too can the corresponding code that re-sizes the inserted InlineShape to fit.  To have the caption row appear above the image, instead of below, change the Rows(1) references to Rows(2), change the Cell(1, 1) references to Cell(2, 1) and change the change the Cell(2, 1) references to Cell(1, 1).  Note that, due to the extra space taken up by the caption row, all except for the first of the document's pictures are liable to shift position slightly.  Sub AddImageCaptionTables() Dim iShp As InlineShape, Rng As Range, Tbl As Table Dim i As Long, PicWdth As Single, PicHght As Single, VPos As Single Dim HPos As Single, VRel As Long, HRel As Long, BShp As Boolean With ActiveDocument   For i = 1 To .InlineShapes.Count     If .InlineShapes(i).Range.Information(wdWithInTable) = False Then       With .InlineShapes(i)         .LockAspectRatio = True         PicWdth = .Width         PicHght = .Height         Set Rng = .Range       End With       With Rng         If .Characters.Last.Next.Text = vbCr Then .Characters.Last.Next.Text = vbNullString         .InlineShapes(1).Range.Cut       End With       BShp = False: VRel = 0: HRel = 0: VPos = 0: HPos = 0       Call MakeImageTable(Rng, PicWdth, PicHght, BShp, VRel, HRel, VPos, HPos)     End If   Next   While .Shapes.Count > 0     BShp = True     With .Shapes(1)       .LockAspectRatio = True       PicWdth = .Width       PicHght = .Height       VRel = .RelativeVerticalPosition       HRel = .RelativeHorizontalPosition       VPos = .Top       HPos = .Left       Set iShp = .ConvertToInlineShape     End With     With iShp       Set Rng = .Range       .Range.Cut     End With     Call MakeImageTable(Rng, PicWdth, PicHght, BShp, VRel, HRel, VPos, HPos)   Wend End With End Sub  Sub MakeImageTable(Rng As Range, PicWdth As Single, PicHght As Single, BShp As Boolean, _   VRel As Long, HRel As Long, VPos As Single, HPos As Single) Dim Tbl As Table, sngScl As Single, iShp As InlineShape 'Constrain maximum image size If PicWdth > CentimetersToPoints(7.5) Then   sngScl = PicWdth / CentimetersToPoints(7.5)   PicWdth = PicWdth / sngScl   PicHght = PicHght / sngScl End If If PicHght > CentimetersToPoints(5) Then   sngScl = PicHght / CentimetersToPoints(5)   PicWdth = PicWdth / sngScl   PicHght = PicHght / sngScl End If 'Create & format the table Set Tbl = Rng.Tables.Add(Range:=Rng, Numrows:=2, NumColumns:=1) With Tbl   .Borders.Enable = True   .Columns.Width = PicWdth   .TopPadding = 0   .BottomPadding = 0   .LeftPadding = 0   .RightPadding = 0   .Spacing = 0   .Rows(1).HeightRule = wdRowHeightExactly   .Rows(1).Height = PicHght   With .Rows     .LeftIndent = 0     If BShp = True Then       .WrapAroundText = True       .HorizontalPosition = HPos       .RelativeHorizontalPosition = HRel       .VerticalPosition = VPos       .RelativeVerticalPosition = VRel       .AllowOverlap = False     End If   End With   With .Cell(1, 1).Range     With .ParagraphFormat       .SpaceBefore = 0       .SpaceAfter = 0       .LeftIndent = 0       .RightIndent = 0       .FirstLineIndent = 0       .KeepWithNext = True     End With     .Paste     ' Resize the inserted InlineShape     Set iShp = .InlineShapes(1)     With iShp       .Width = PicWdth       .Height = PicHght     End With   End With   With .Cell(2, 1).Range     .Style = ""Caption""     .End = .End - 1     .InsertAfter vbCr     .InsertCaption Label:=""Figure"", TitleAutoText:="" "", Title:="""", _       Position:=wdCaptionPositionBelow, ExcludeLabel:=0     .Paragraphs.First.Range.Characters.Last.Text = vbNullString     .Borders(wdBorderLeft).LineStyle = wdLineStyleNone     .Borders(wdBorderRight).LineStyle = wdLineStyleNone     .Borders(wdBorderTop).LineStyle = wdLineStyleNone   End With End With End Sub  To work with just the selected image (or multiple images in a selected range), change: With ActiveDocument to: With Selection and change:   While .Shapes.Count > 0     With .Shapes(1) to:   While .ShapeRange.Count > 0     With .ShapeRange(1)",gemini,gemini-2.5-flash,STOP,False
msd_088,Can't make any voice calls from Skype on Mac laptop,Skype_Mac,"I was using another VOiP service on my Mac laptop (Ucallweconn) but it seems to have gone out of business (taking a small amount of my credit with it). I already use Skype for computer-to-computer video calls so thought I'd try the VOiP service and bought £10 credit (UK). I followed all the instructions but every call I try to call a landline or mobile in the UK or France it ends in less than a second and says ""no reply"". Anyone found the answer to this kind of problem? Thanks PS: I thought Skype was supposed to have a live chat support? When I follow the instructions for that it just brings me to this community.","Please check your Skype account's call history on the web to see if any specific error codes are listed, and ensure your Mac's network settings or any active VPN/firewall aren't blocking Skype's outbound connections for paid calls.",65,True,"When dialing, are you using the full international format, including the '+' sign and country code (e.g., +44 for UK, +33 for France) before the local number, and omitting any leading zero from the local number?",That information is not available.,"Ensure you are dialing numbers in the full international format (e.g., +44 for UK, +33 for France, followed by the local number without a leading zero), as incorrect formatting is a common cause for 'no reply' errors. Also, check your Skype account's call history on the web for specific error codes.",70,True,"Could you please confirm that you are definitely dialing numbers in the full international format, starting with a '+' sign, followed by the country code (e.g., +44 for UK, +33 for France), and then the local number without any leading zero?",That information is not available.,"Ensure you are dialing numbers in the full international format: start with a '+' sign, then the country code (e.g., '44' for UK, '33' for France), followed by the local number without any leading zero. If the issue persists, try making a call from a different network or check the official Skype status page for any service outages.",85,False,,,"Ensure you are dialing numbers in the full international format: start with a '+' sign, then the country code (e.g., '44' for UK, '33' for France), followed by the local number without any leading zero. If the issue persists, try making a call from a different network or check the official Skype status page for any service outages.",85,2,"Hi Brandy,   I’ll be sending you a private message to assist you further regarding on your concern.   Hope this information helps.   Thanks.",gemini,gemini-2.5-flash,STOP,False
msd_089,Formula stopped working,Excel,"I have a spreadsheet that I have been using for ten months, I simply place the data in the correct columns, and the COUNTIF formulas calculate how many people of a certain profession and pay grade exists. This has worked for ten months, today I go to execute the same thing I have always done and it will not work. Interestingly enough, it work for the first 80% of the data in the worksheet...my mind is blown!    I have attempted to repaste in to the various spreadsheets I've saved over the last ten months, I've tried erasing all of the data and re-inputting, I've checked to make sure the Automatic calculation is on, I have ensured I don't have a circular formula, and I've tried changing the formatting from General to Text...nothing has worked.","Verify that the data in the last 20% of your spreadsheet is truly identical in format and content (e.g., no leading/trailing spaces, correct data type) to the data in the working section, as subtle differences can prevent COUNTIF from matching.",75,True,"Could you provide the exact COUNTIF formula you are using and an example of the data in the columns it references, specifically from the section where it stops working?","The formula is =COUNTIFS(Battalion!$D:$D,""CPT"",Battalion!$I:$I,""25A""), but I cannot share the data because it contains confidential information.","The issue is almost certainly due to subtle, invisible differences in the data within columns D and I in the last 20% of your sheet. Use helper columns with formulas like =TRIM(D2) and =LEN(D2) to identify extra spaces or unexpected character counts in the problematic rows, and consider using =CLEAN(D2) to remove non-printable characters.",90,False,,,,,,,,"The issue is almost certainly due to subtle, invisible differences in the data within columns D and I in the last 20% of your sheet. Use helper columns with formulas like =TRIM(D2) and =LEN(D2) to identify extra spaces or unexpected character counts in the problematic rows, and consider using =CLEAN(D2) to remove non-printable characters.",90,1,"Check the data for invisible leading or trailing blanks.  You could use the Len() function to compare what you see with what the cell contains. Or you could use   =SEARCH("" "",A1)  and copy down. If it returns a number, there is a blank in the cell. Also, if the data is copied from a web site, it may contain the non-breaking space, which is different from a regular space. To check for these, use  =SEARCH(CHAR(160),A1)",gemini,gemini-2.5-flash,STOP,False
msd_090,replacement for Microsoft Digital suite photo editing software for Windows 10,Apps_Windows_10,Do I need to buy an Windows 10 version of the old Digital suite software which seems to be giving me problems,"It's highly probable that your old photo editing software is not fully compatible with Windows 10, leading to the issues you're encountering. You will likely need to transition to a modern photo editing application.",80,True,Could you please provide the exact name and version of the 'Digital suite photo editing software' you are currently using?,That information is not available.,"Since the old 'Digital suite photo editing software' is causing problems and its specific version is unknown, it's highly probable it's incompatible with Windows 10. You will need to replace it with a modern photo editing application, as there isn't a direct 'Windows 10 version' of discontinued legacy software. Consider using Microsoft Photos (built-in), Paint.NET, or GIMP as free alternatives, or explore paid options like Adobe Photoshop Elements.",95,False,,,,,,,,"Since the old 'Digital suite photo editing software' is causing problems and its specific version is unknown, it's highly probable it's incompatible with Windows 10. You will need to replace it with a modern photo editing application, as there isn't a direct 'Windows 10 version' of discontinued legacy software. Consider using Microsoft Photos (built-in), Paint.NET, or GIMP as free alternatives, or explore paid options like Adobe Photoshop Elements.",95,1,"It gets installed automatically.  What happens when you try to run it?  There are a few threads you can find here that discuss that type of problem.  The easiest way to try to start it is by clicking on the tile in the Start Menu, but you can also run it from Explorer with Open With or just a double click if it's your default photo handler.",gemini,gemini-2.5-flash,STOP,False
msd_091,edit key,Bing_Apps,"Hello, Newbie here, I am searching for the edit key on my keyboard it does not exist. I am attempting to remove a weather site on favorite cities and I have been instructed to use the edit key, I have a new inspiron 13, 7000 series, 2 in 1 computer brand new setting up. thanks","The 'edit key' likely refers to an 'Edit' button or icon (often a pencil or gear symbol) within the application's interface, rather than a physical key on your keyboard. Please look for such an icon next to your list of favorite cities.",70,True,"Could you please specify which Bing app or service you are using (e.g., Bing.com, Microsoft Start app, Windows Widgets) to manage your favorite cities?",I am using Bing Apps (Weather).,"The 'edit key' refers to an on-screen 'Edit' button or icon within the Bing Weather app. To remove a favorite city, open the Bing Weather app, navigate to your list of favorite cities, and look for an 'Edit' button, a pencil icon, or a three-dot/hamburger menu that reveals an edit option, then select and remove the desired city.",90,False,,,,,,,,"The 'edit key' refers to an on-screen 'Edit' button or icon within the Bing Weather app. To remove a favorite city, open the Bing Weather app, navigate to your list of favorite cities, and look for an 'Edit' button, a pencil icon, or a three-dot/hamburger menu that reveals an edit option, then select and remove the desired city.",90,1,"Hello, Renee E Stanford,  Welcome to Microsoft Community.  I believe you're referring to the Weather App in Windows 8/8.1 Launch Weather App Right click on the screen > Select Places See the pencil on the upper right of the page?  That is the Edit Button You can remove the unwanted location by clicking on the ""Pencil Icon"" An X will appear in the upper right corner of each Place/Location Click the X on the location you do not want.",gemini,gemini-2.5-flash,STOP,False
msd_092,Excel spreadsheets on Mac have areas where the faint grid lines are missing,Excel,"Hi, My Williamxcel (version 15.33 for Mac) spreadsheets have areas where the faint grid lines are missing. How do I get these to show? I tried to reinstall MacOS, and all microsoft products but it did not change anything to it.  Thanks for your help, Antoine","Check the 'Show Gridlines' option in the View tab of the Excel ribbon for the affected sheet, and ensure no cell formatting like fill color or borders is obscuring the grid lines.",75,True,"Does this issue occur in all Excel spreadsheets, including newly created ones, or only in specific existing workbooks?",That information is not available.,"Ensure 'Show Gridlines' is enabled in the View tab. If the problem persists, check for cell formatting (e.g., fill colors, white borders) in the affected areas. If the issue occurs even in new spreadsheets, consider resetting Excel preferences.",70,True,"Please create a new, blank Excel spreadsheet. Do the grid lines appear correctly in this new spreadsheet, or are there still missing areas?",That information is not available.,"Since specific diagnostic information is unavailable, ensure 'Show Gridlines' is enabled in the View tab. If the issue persists, check for cell formatting like fill colors or white borders that might be obscuring the grid lines, and consider resetting Excel preferences or checking for macOS display driver updates.",65,False,,,"Since specific diagnostic information is unavailable, ensure 'Show Gridlines' is enabled in the View tab. If the issue persists, check for cell formatting like fill colors or white borders that might be obscuring the grid lines, and consider resetting Excel preferences or checking for macOS display driver updates.",65,2,"Before reinstalling, try help from following Microsoft KB Help https://support.office.com/en-us/article/Show-or-hide-gridlines-on-a-sheet-4f3005c0-d95b-4f5d-9280-1e557c1a612e",gemini,gemini-2.5-flash,STOP,False
msd_093,Get & Transform | Data connection not working anymore since recent update,Excel,"For years I've used data connections to retrieve tables from a password protected website. Since a recent Excel update during the summer it doesn't work anymore. The website seems unchanged. To gain access to the data in Excel 2016 I had to log in with my user name and password via the Internet Explorer first. With Chrome or Firefox it never worked. After signing in via IE, Excel had access for weeks or even months before I had to log in again. Above doesn't work anymore. I've tried it with Edge assuming Microsoft changed the web browser technology in Excel but no luck. Has someone a solution to regain access again? Thanks!","Try clearing existing credentials for this data source in Excel's 'Data Source Settings' (under Data tab -> Get Data -> Data Source Settings) and then attempt to re-enter your credentials when prompted, ensuring the privacy level is set appropriately.",65,True,What specific error message do you receive when Excel attempts to refresh the data connection?,I receive a yellow warning message stating: \,"The error indicates the website uses an outdated security protocol that your updated Excel no longer supports; contact the website administrator to request they update their security protocols (e.g., to TLS 1.2 or higher).",95,False,,,,,,,,"The error indicates the website uses an outdated security protocol that your updated Excel no longer supports; contact the website administrator to request they update their security protocols (e.g., to TLS 1.2 or higher).",95,1,"For us to further isolate the issue, we suggest that you create a test user profile and check if the same problem will occur. This will help us determine if your current profile is corrupted or not. A corrupted user profile doesn't function normally. In such cases creating a new one will help us to identify if the issue is specific to a corrupted user profile. You can refer to this link for the steps.   Let us know how it went for you.",gemini,gemini-2.5-flash,STOP,False
msd_094,Size explosion when changing brightness and temperature of picture slides,PowerPoint,"I am stunned to find that the file size becomes about 10+ times as big after changing just brightness and temperature (hue) of simple picture slides using macro.  For instance a 70 MB file becomes 800 MB.  The file had about 150 slides. Will the same kind of size explosion take place if brightness and temperature are changed one by one manually via Picture Format pane instead of running macro, too?","The file size increase likely occurs because PowerPoint is re-embedding or creating new versions of the images with each adjustment, especially when done via macro. After making adjustments, try using the 'Compress Pictures' option under the Picture Format tab to reduce the file size.",75,True,Does the file size increase similarly if you manually adjust the brightness and temperature of a single picture using the Picture Format pane?,That information is not available.,"The file size increase is a known behavior when PowerPoint processes image adjustments, whether via macro or potentially manually, as it re-embeds or creates new image data. To mitigate this, always use the 'Compress Pictures' option after making adjustments to reduce the file size.",85,False,,,,,,,,"The file size increase is a known behavior when PowerPoint processes image adjustments, whether via macro or potentially manually, as it re-embeds or creates new image data. To mitigate this, always use the 'Compress Pictures' option after making adjustments to reduce the file size.",85,1,Try  Select a pic Format in Picture tools > Compress Pictures  UNTICK Apply to This picture Only  Set to 96 dpi or 150 dpi  OK,gemini,gemini-2.5-flash,STOP,False
msd_095,Ppt crashes when I try to hyperlink,PowerPoint,Microsoft PowerPoint XP stops working when i try to insert a hyperlink. I have recently gone from Vista to Win7 and never had this problem before. Ppt just shuts off and restarts at the exact same point. Hyperlink tool works fine with word. Any help would be much appreciated.,The issue likely stems from compatibility problems between PowerPoint XP and Windows 7; try running PowerPoint XP in compatibility mode for an older Windows version.,85,True,"Have you tried running PowerPoint XP in compatibility mode for an earlier Windows version, such as Vista or XP?",That information is not available.,"The problem likely stems from compatibility issues or a corrupted Office XP installation after upgrading to Windows 7. First, try running PowerPoint XP in compatibility mode for an older Windows version (e.g., Vista or XP). If that doesn't work, perform a repair installation of Microsoft Office XP.",90,True,Have you tried performing a repair installation of Microsoft Office XP through the Control Panel?,"Yes, I ran the repair process through the Programs and Features control panel.","Given that a repair installation did not fix the problem, the most likely cause remains a compatibility issue between PowerPoint XP and Windows 7. You should try running PowerPoint XP in compatibility mode for an older Windows version (e.g., Vista or XP).",85,True,"Since the repair didn't resolve the issue, have you now tried running PowerPoint XP in compatibility mode for an earlier Windows version (like Vista or XP), and if so, did it make any difference?",That information is not available.,"1. Run PowerPoint XP in compatibility mode for Windows Vista or XP. To do this, right-click the PowerPoint shortcut, select 'Properties', go to the 'Compatibility' tab, and choose an older Windows version. 2. If the problem persists, consider a clean reinstallation of Microsoft Office XP. 3. For optimal performance and compatibility with Windows 7, upgrading to a newer version of Microsoft Office is highly recommended.",95,3,Try doing a repair of Office and check the result: Click on start->control panel->programs and features->highlight the Office suite ->click on change ->select repair->click Continue.,gemini,gemini-2.5-flash,STOP,False
msd_096,Urgent: What is the fix for PowerPoint for MAC Version 15.32 ERROR: The image part with relationship ID rid2 was not found in the file,PowerPoint,"PowerPoint for MAC Version 15.32 MacOS Sierra Version 10.12.5 ERROR: The image part with relationship ID rid2 was not found in the file Not good!!!! Just upgraded from Office 2008 for the MAC where PowerPoint was stable and reliable. Have a 91-slide PowerPoint presentation to give in another city at an event attended by 5000 people in a few days; and out of nowhere, the images in PowerPoint are gone, replaced with the error message: The image part with relationship ID rid2 was not found in the file Turning off Norton did nothing to correct the problem. Having to change all of the photographs as an alternative is not a solution because there is no assurance that whatever created this problem, won't happen again: UNRELIABLE. This is unacceptable. Is there a fix? If there is no fix, it means that PowerPoint for MAC is unreliable, therefore unusable.  I need some help here, otherwise this has to be totally rebuilt in MAC PowerPoint 2008 or Keynote.   Is there a fix for this instead of shucking PowerPoint 2016. This represents hundreds of hours and I'm sure I am not the only one with this problem. This is a real problem.  Any suggestions as to a fix, other than >Change Picture? Thanks in advance.","This error often indicates file corruption. Try opening the presentation on a different Mac or PC with PowerPoint 2016, or save a copy of the file under a new name and then try opening that new copy.",65,True,"Was this presentation originally created in PowerPoint 2008 and then opened/edited in 2016, or was it created entirely in PowerPoint 2016?",The presentation was originally created on the older version of PowerPoint 2008 for Mac.,"The issue likely stems from compatibility problems when opening a PowerPoint 2008 file in PowerPoint 2016, leading to corruption of image relationships. The best approach is to open the original 2008 file in PowerPoint 2008, save it as a new .pptx file, and then open that new .pptx file in PowerPoint 2016. If the original 2008 file is no longer accessible, try opening the problematic 2016 file, saving it as a new .pptx file, and then using the ""Compress Pictures"" feature (File > Compress Pictures) to potentially re-establish image links, or manually re-inserting images if necessary.",85,False,,,,,,,,"The issue likely stems from compatibility problems when opening a PowerPoint 2008 file in PowerPoint 2016, leading to corruption of image relationships. The best approach is to open the original 2008 file in PowerPoint 2008, save it as a new .pptx file, and then open that new .pptx file in PowerPoint 2016. If the original 2008 file is no longer accessible, try opening the problematic 2016 file, saving it as a new .pptx file, and then using the ""Compress Pictures"" feature (File > Compress Pictures) to potentially re-establish image links, or manually re-inserting images if necessary.",85,1,"Hi Joshua WB,  You may try updating your Office suite to the latest version. And then check if newly created ppt files have the same issue. If the latest version works well, I suggest you modify those two problematic files. Monitor if they will run into the issue with the latest version of PowerPoint for Mac.  Best regards, TimBrenda",gemini,gemini-2.5-flash,STOP,False
msd_097,Saving contacts when upgrading to Skype for Windows 10,Skype_Windows_10,I am using a previous version of Skype and keep getting reminders to upgrade to Skype for Windows 10. Will I lose my saved contacts or will they transfer?  I use Skype for a volunteer situation where people I don't know well call me.  I don't want to have them have to send me a message to request access to me again if I can avoid it.  Thanks in advance,"Your Skype contacts are linked to your Microsoft account, not the specific application version. When you upgrade to Skype for Windows 10 and sign in with the same Microsoft account, all your contacts will automatically sync and be available.",95,False,,,,,,,,,,,,,"Your Skype contacts are linked to your Microsoft account, not the specific application version. When you upgrade to Skype for Windows 10 and sign in with the same Microsoft account, all your contacts will automatically sync and be available.",95,0,"Hello NicholasRodda,  Welcome to Skype Community forum.  Skype app needs to be updated for you to use it without any issues and get the full features. No worries, updating Skype app will not affect your contacts.  After updating your contacts, please make sure to sign in to the correct Skype account for you to see your contacts. Some users are mistakenly signing in to a different account.   You can also check out this link to know more on how to back up your contacts. This is for Skype for Windows desktop only.   Click here to download the latest version of Skype for Windows desktop.    Let me know if this information helps. Please do not hesitate to reply to this thread if you need further help.",gemini,gemini-2.5-flash,STOP,False
